// This file was generated by compilefs.
// Edit only if you aren't going to recompile.
// Distributed under the CC0 public domain license.
// By Alison Sanderson. Attribution is encouraged, though not required.
// See licenses/cc0.txt for more information.
[en enu default]
"QUITMSG4" = "Super, now I can get back to emitting bees at your house!";
"QUITMSG5" = "Look at this wuss!";
"QUITMSG6" = "I'm rooting for you whichever way you go!";
"QUITMSG7" = "Exit?";
"QUITMSG8" = "Wait, there's a youkai waiting for you at the exit!";
"QUITMSG9" = "Get outta here, and get me some money too.";

"QUITMSG10" =
   "Wait, don't go!\n"
   "I still have to sell you the expansion pack!";

"QUITMSG11" =
   "There are still explosions to be had,\n"
   "are you really sure?";

"QUITMSG12" =
   "Get out! Get out!\n"
   "Go and do your job!";

"QUITMSG13" =
   "If you leave, I'll personally\n"
   "send pizzas to your doorstep.";

"QUITMSG14" =
   "C'mon,\n"
   "just 5 more minutes?";

"QUITMSG15" =
   "HEY\n"
   "HEY\n"
   "DIE";

"QUITMSG16" = "Villain!! What color is your blood!!";

"QUITMSG17" =
   "The Omega Cannon was created in a swamp dimension by\n"
   "an insane lizard-man who lusted for murder.\n"
   "How it got here is a mystery.";

"QUITMSG18" =
   "Jeremy Stilko, Cyber-Mage, is blind, but can see\n"
   "thanks to cybernetics. The profile image he has\n"
   "is unusual in that he doesn't have a blindfold on.";

"QUITMSG19" =
   "Cyber-Mage's weapon pickups look retro due to\n"
   "limitations in his bootleg space reformation wetware.";

"QUITMSG20" = "Marine's Sniper Rifle was formerly his service weapon.";

"QUITMSG21" =
   "The English language diversified in the past\n"
   "thousand years, splitting into dozens of dialects.\n"
   "The most common are Eastern and Northwest English.";

"QUITMSG22" = "The Ensurer watches over all.";

"QUITMSG23" =
   "The Star Destroyer's hum is a product of the\n"
   "energy buffer on its top channeling sound\n"
   "through the main hull of the gun, which may\n"
   "prove the existence of a fifth dimension.";

"QUITMSG24" =
   "The amount of wetware jammed into Cyber-Mage's\n"
   "brain is not healthy for anyone.";

"QUITMSG25" =
   "Marine was previously a gun collector, but stopped\n"
   "after regulations passed regarding personal defense\n"
   "weaponry in the military.";

"QUITMSG26" =
   "The Shock Rifle was previously used for hunting,\n"
   "famed for its great power and ease of use.\n"
   "Before it was stripped down and modified, anyway.";

"QUITMSG27" =
   "Rumors have spread of similarities between the\n"
   "phantoms haunting Hell and tales of past heroes.";

"QUITMSG28" =
   "Within the week there will be OLD MEN,\n"
   "RUNNING THE WORLD, if you quit.";

"QUITMSG29" =
   "On the planet Durla Prime, one such being exists whose\n"
   "only true name is \"King Crimera Haxfucker.\"";

"QUITMSG30" = "AAAGH";
"QUITMSG31" = "wan";

"QUITMSG32" =
   "hellote i been looking at the sources what dont tell me how do i made a BSP grenades\n"
   "like it is regular grenades but when you make explode it deform bsp tree into shrub";

"QUITMSG33" = "~text interface terminal malfunction error ~2992dud";
"QUITMSG34" = "Internet pornography.";
"QUITMSG35" = "if god is everywhere, then that means he's in this quit message and he needs to get the fuck OUT";
"QUITMSG36" = "Now if you'll excuse me, I need to go die to the Soviet Union.";

"QUITMSG37" =
   "The Charge Fist uses pneumatics to launch\n"
   "your fist forward, via advanced cybernetics.";

"QUITMSG38" = "Can you at least offer weak opposition to exiting?";

"QUITMSG39" =
   "BORN TO CRASH\n"
   "ZDoom is a fuck\n"
   "410,757,864,530 SCRIPT ERRORS";

"QUITMSG40" = "GET OUT";
"QUITMSG41" = "do-it.wad";
"QUITMSG42" = "You'll do whatever it takes to get the JooJ done right, right?";
"QUITMSG43" = "La la lai la, la la lai la, la la lai la lai lai laa";
"QUITMSG44" = "You dare defy ME?";
"QUITMSG45" = "At this journey's end, where does one go but to a DOS prompt?";
"QUITMSG46" = "I bet you'll come back for more. I know it.";

"QUITMSG47" =
   "AFTER 3000 YEARS I AM FREE!\n"
   "DO YOU DARE QUIT AND LEAVE\n"
   "THE FATE OF THE WORLD IN MY HANDS?";

"QUITMSG48" = "Quitting? What are you, a NERD?";
"QUITMSG49" = "Master, your orders?";
"QUITMSG50" = "Off to go play [insert game here], I see.";
"QUITMSG51" = "Did you select the wrong menu option?";
"QUITMSG52" = "This is all just a dream.";

"QUITMSG53" =
   "This mod is just riddled with unsupported bytecode,\n"
   "you better get out of here before it blows.";

"QUITMSG54" = "See you, space cowboy.";
"QUITMSG55" = "FUCKING NINJAS STABBING LESBIAN NUNS";
"QUITMSG56" = "Will you give your Door of Truth to me?";
"QUITMSG57" = "You press Y. I'll be waiting.";
"QUITMSG58" = "Engarde, fuckboy.";
"QUITMSG59" = "If you quit, I will unleash the skeleton inside you.";
"QUITMSG60" = "AAAAAAAAAAAAAAAAAAAAAAAAAAAAA";
"QUITMSG61" = "GMOTA never";
"QUITMSG62" = ":thinking:";
"QUITMSG63" = "nyu~";
"QUITMSG64" = "Hey, Ron! Can we say 'fuck' in the game?";

"QUITMSG65" =
   "I'd leave - this is just more monsters and Score.\n"
   "What a load.";

"QUITMSG66" = "Trust us now, it's time to let go.";

"QUITMSG67" =
   "Enter the maze through your reflection,\n"
   "we have to follow through a new connection.";

"QUITMSG68" = "YOU MEAN THIS GUY JUST QUITS WHEN HE WANTS??????";
"QUITMSG69" = "[smooth saxophone plays]";

"QUITMSG70" =
   "hetlo it is me of the durdandle i hav\n"
   "come to tell u that if u quit i will\n"
   "exit the universe and punch you through\n"
   "deep non-existence thank for cooperate";

"QUITMSG71" = "Press Y to BECOME THE BEAST YOU WORSHIP.";
"QUITMSG72" = "Fuck, fucking cock.";

"QUITMSG73" =
   "hello hacker fucker\n"
   "this is marble\n"
   "heres the deal.\n"
   "if you hack this mod\n"
   "i will find you\n"
   "where ever you are\n"
   "and break your legs\n"
   "and thats a promise";

"QUITMSG74" = "Detonating in 5... 4... 3... 2...";
"QUITMSG75" = "Look, bub. It's my way, or the highway.";

"QUITMSG76" =
   "|  ||\n"
   "|| |_";

"QUITMSG77" = "AOHA PZ TVZA LEJLSSLUA";
"QUITMSG78" = "In modern times, Japanese pornography is hard to come by.";
"QUITMSG79" = "Hey! Who's in charge here?";

"QUITMSG80" =
   "If you leave, The Third Impact will become inevitable.\n"
   "Are you sure?";

"QUITMSG81" = "Wait! The Wood Cube is going to drop!";

"QUITMSG82" =
   "The Norwegians are leaving! The Norwegians are leaving!\n"
   "The Norwegians are leaving! The Norwegians are leaving!";

"QUITMSG83" = "Saotome. Sukida.";
"QUITMSG84" = "Throw yourself into the pit of Crest Worms?";

"QUITMSG85" =
   "the way grows\n"
   "               dim\n"
   "\n"
   "hungry chaos lurks behind the\n"
   "bright corona\n"
   "\n"
   "dream ahead beyond the falling path\n"
   "a billion S'pht lie yet unborn\n"
   "\n"
   "our own death fortold\n"
   "\n"
   "your dark mind cutting through\n"
   "the deeping sky\n"
   "\n"
   "another time\n"
   "another time";

"QUITMSG86" = "Return to the wheat?";
"QUITMSG87" = "Gotta keep it together y'all, 'cus it's about time.";
"QUITMSG88" = "You leave, you give me your Yanagi card.";

"QUITMSG89" =
   "Water, 35 liters; carbon, 20 kilograms;\n"
   "ammonia, 4 liters; lime, 1.5 kilograms;\n"
   "phosphorus, 800 grams; salt, 250 grams;\n"
   "saltpeter, 100 grams, and various other stuff.";

"QUITMSG90" = "I've seen 'em come, I've seen 'em go.";
"QUITMSG91" = "WINNERS DON'T PRESS Y";
"QUITMSG92" = "Hand over the Platinum Chip?";
"QUITMSG93" = "Destroy Liberty Prime?";
"QUITMSG94" = "Press the Red Button?";
"QUITMSG95" = "The Zone awaits...";

"QUITMSG96" =
   "The suspense is killing me!\n"
   "Just do it already!";

"QUITMSG97" = "If you quit, you will never become THE COPPER MAN.";
"QUITMSG98" = ">stops in mid flow to sip his tea";
"QUITMSG99" = "bepis";
"QUITMSG100" = "Crungy Spimmy: Back 2 Tha Source: Wrong Number: Remastered Edition: Featuring Jungo from Chummy Tuungle 3: Lord of the Flies: Special Edition: Featuring Exclusive Grimbo and Hat DLC: Expansion Pack: Electronic Knucle Scrungus Mod: Day 1 Edition [Early Access] Only on PS4: Steam Greenlight Approved: The Long Lost Tale of the Gringledop Boopledonger: Frodus Poster Pack: HTC Vive Support Enabled: (BUY ROCKBAND MICROPHONE AND DRUMSET TO EXPAND YOUR BAND): \"Every Chimmbus Eases the Pain\" Extended Digital Special Edition: What's Under Double D's hat in Ed Edd 'n' Eddy? The Game Theory: Way If We Pees Form Butts?: Featuring Dongle Flopperdinglebop from the Fun Truungledinge Lost Tale of the Gringledop Boopledonger Series 2: Super Mega Edition: Redial: Featuring a Free Comic About Grimbo's Quest for the Humbusdoob: Ultra Edition: Bumbicop Statue With Real Chimmbus Action: Fire Red Version: Dream Drop Distance: Subsistence: See Inside: Crungy Spimmy and the Gringle Spingle Limited Edition Comic Series Cereal Box: The Movie: The Game";
"QUITMSG101" = "die";
"QUITMSG102" = "Aw, dude. There's still so many demons to kill. Don't leave me here with them.";

// Updates -------------------------------------------------------------------|

// Header format:
// \cf(\ciDate\cf) \cjFrom \cnOld\cj to \cfNew\cj:

// Specifiers:
// Addition = \cd+
// Changed  = \cj|
// Removed  = \cg-
// Subspace = \cb]

"LITH_UPDATE_1_6" =
   "\cf(\ciOct. 16, 2018\cf) \cjFrom \cn1.5.3\cj to \cf1.6\cj:\n"
   "\cd+ Added a Japanese translation using a custom ZScript text renderer.\n"
   "\cd+ Added two new BIP categories, \"Yourself\" and \"Items.\"\n"
   "\cd+ Added a Windows XP theme.\n"
   "\cd+ Added a bunch of quit messages.\n"
   "\cd+ Added an intro text to the title screen.\n"
   "\cd+ Added (optional) recoil to most weapons.\n"
   "\cd+ Added blinding light effects to the Star Destroyer's projectile.\n"
   "\cd+ Added inventory tetris.\n"
   "\cd+ Added sounds to the GUI.\n"
   "\cd+ Added notes section.\n"
   "\cd+ Added a voltage display to the Charge Fist.\n"
   "\cd+ Added cursor themes to the GUI.\n"
   "\cd+ Added an option to make shotgun slot weapons use ammo.\n"
   "\cd+ Added a new armor system using inventory tetris.\n"
   "\cd+ Added small score items to replace armor and health bonuses.\n"
   "\cd+ Added large score items to replace ammo boxes.\n"
   "\cd+ Added a new intermission screen.\n"
   "\cd+ Added a raindrops on screen effect.\n"
   "\cd+ Added bips.\n"
   "\cd+ Added a setting for not picking up ammo when full (on by default.)\n"
   "\cd+ Added a setting for not getting score for ammo (on by default.)";

"LITH_UPDATE_1_6_Page2" =
   "\cd+ Added casings to weapons.\n"
   "\cd+ Added dynamic crosshairs.\n"
   "\cd+ Added indicators for where other players are in multiplayer.\n"
   "\cd+ Added two new levelup systems, \"Auto\" and \"Hybrid.\"\n"
   "\cb] Hybrid is now the default.\n"
   "\cd+ Added new game endings, with original music by _sink.\n"
   "\cd+ Added a visual line for homing rocket tracers.\n"
   "\cd+ Added a big log setting for 320x240 screens.\n"
   "\cd+ Added an invalid configuration checker.\n"
   "\cd+ Added new gibbing animations for some monsters.\n"
   "\cd+ Added new attack effects for some monsters.\n"
   "\cd+ Added a bunch of new terrain effects.\n"
   "\cd+ Added new environmental effects.\n"
   "\cd+ Added new decoration interactions.\n"
   "\cd+ Added new bullet puff effects.\n"
   "\cd+ Added new blood effects.\n"
   "\cd+ Added a button for triggering shootable buttons or poking enemies.\n"
   "\cd+ Added new pickup noises for powerups.\n"
   "\cd+ Added an option to drop shotguns from zombies.\n"
   "\cd+ Added the ability for monsters to level up.\n"
   "\cd+ Added an option to show the player's level on the HUD.\n"
   "\cd+ Added a new SSG reload animation.";

"LITH_UPDATE_1_6_Page3" =
   "\cd+ Added an idle sound for the Star Destroyer.\n"
   "\cj| Fixed countless stability issues.\n"
   "\cj| Fixed pause in menus taking effect in multiplayer.\n"
   "\cj| Redid a lot of internal code, fixing tons of bugs in the process.\n"
   "\cj| Fixed some effects not respecting the object's scale.\n"
   "\cj| Fixed issues with monster resurrection.\n"
   "\cj| Fixed Marine's HUD text being inconsistently colored.\n"
   "\cj| Made Romyetya and Blade stop you mid-air.\n"
   "\cj| Made the spell selector hold the player's view in place.\n"
   "\cj| Renamed \"Pr\" to \"Perf\" for clarity.\n"
   "\cj| Made weapon sell messages respect stupidpickups.\n"
   "\cj| Improved the Combat Rifle's feel and sound.\n"
   "\cj| Improved layout of UI in general.\n"
   "\cj| Consolidated CBI tabs.\n"
   "\cj| Replaced the slot 1 spell selector with a mana siphon.\n"
   "\cb] The spell selector can still be used with Special Action.\n"
   "\cj| Nerfed Reactive Armor.\n"
   "\cj| Nerfed rifle grenades.\n"
   "\cj| Improved revenant attacks.\n"
   "\cj| Fixed the Ion Rifle auto-aiming too much.\n"
   "\cj| Fixed spelling of \"Basilissa.\"\n"
   "\cj| Fixed solid footing not being detected properly.";

"LITH_UPDATE_1_6_Page4" =
   "\cj| Made Shock Charge much, much stronger.\n"
   "\cj| Made Megaspheres mitigate damage temporarily.\n"
   "\cj| Fixed cannonball effects getting stuck.\n"
   "\cj| Made Hulgyon stronger.\n"
   "\cj| Improve the Icon of Sin's effects.\n"
   "\cj| Improved the Combat Rifle's controls.\n"
   "\cj| Made the SSG unload when out of ammo.\n"
   "\cj| Improved the Omega Cannon's sounds.\n"
   "\cj| Made it easier to hit enemies with Blade and Romyetya.\n"
   "\cj| Improved menu feel in general.\n"
   "\cj| Improved Marine's pistol.\n"
   "\cj| Made Blade not take mana.\n"
   "\cj| Made bosses more difficult.\n"
   "\cj| Fixed phantoms being hyper and stupid (but not hyperstupid.)\n"
   "\cj| Rebalanced attributes a bit.\n"
   "\cj| Nerfed Vitality.\n"
   "\cj| Reduced the amount of ammo Feuer uses.\n"
   "\cj| Made obituaries show on the HUD proper.\n"
   "\cj| Improved Colorful Hell compatibility.\n"
   "\cj| Fixed Shut Up and Lithium compatibility.\n"
   "\cj| Fixed the Finalizer upgrade not destroying monsters correctly.\n"
   "\cj| Fixed a lot of typos.";

"LITH_UPDATE_1_6_Page5" =
   "\cj| Fixed the ion rifle being reloadable while scoped.\n"
   "\cj| Made the falling grunt sound play less.\n"
   "\cj| Improved performance while raining.\n"
   "\cj| Got rid of dead code.\n"
   "\cg- Removed ZDoom 2.8.1 compatibility.\n"
   "\cb] GZDoom 2.5 or greater is required now.\n"
   "\cg- Removed Serious Mode.";

"LITH_UPDATE_1_5_3" =
   "\cf(\ciNov. 22, 2017\cf) \cjFrom \cn1.5.2\cj to \cf1.5.3\cj:\n"
   "\cd+ Added a player leveling system with 7 stats.\n"
   "\cb] Monsters will scale to your level.\n"
   "\cd+ Added palette flashes for picking up special items.\n"
   "\cd+ Added a puff to homing SMG tracers.\n"
   "\cd+ Added a separate animation for when phantoms escape.\n"
   "\cd+ Added new explosive barrels.\n"
   "\cd+ Added new pickup sprites for ammo and skull keys.\n"
   "\cd+ Added a debug weapon.\n"
   "\cd+ Added more quit messages.\n"
   "\cd+ Added an idle sound to the Star Destroyer.\n"
   "\cd+ Added compatibility for Cheogsh and Eternal Doom 4.\n"
   "\cj| Changed maximum monster level from 100 to 150.\n"
   "\cj| Increased game-over timer by 50 hours.\n"
   "\cj| Made Modal Rifle not require a CBI upgrade.\n"
   "\cj| Changed payout gain and tax.\n"
   "\cj| Changed ammo pickup score multiplier.\n"
   "\cj| Fixed selling weapons giving extra score.\n"
   "\cj| Fixed the aspect ratio of HUD elements.\n"
   "\cj| Made boss health easier to read while health bars are disabled.\n"
   "\cj| Improved performance in high-monster-density maps.\n"
   "\cj| Improved GUI performance slightly.";

"LITH_UPDATE_1_5_3_Page2" =
   "\cj| Changed the default Automap colors.\n"
   "\cj| Replaced the small font and console fonts.\n"
   "\cj| Made players not collide with each other in multi-player.\n"
   "\cj| Fixed Cyber-Mage's magic selector breaking weapons in multi-player.\n"
   "\cj| Fixed pause-in-menus breaking stuff in multi-player.\n"
   "\cj| Fixed visual rank not being set properly on non-compatible enemies.\n"
   "\cj| Fixed Heretic weapons not being replaced.\n"
   "\cj| Fixed Phantoms turning into chickens breaking the confines of reality.\n"
   "\cj| Fixed the size of Rend and the SMG's tracer bullets.\n"
   "\cj| Fixed PauseManager sometimes crashing the VM.\n"
   "\cg- Removed mana regeneration.";

"LITH_UPDATE_1_5_2" =
   "\cf(\ciSep. 4, 2017\cf) \cjFrom \cn1.5.1\cj to \cf1.5.2\cj:\n"
   "\cj| Fixed function pointer errors on upgrade init.";

"LITH_UPDATE_1_5_1" =
   "\cf(\ciAug. 36, 2017\cf) \cjFrom \cn1.5\cj to \cf1.5.1\cj:\n"
   "\cd+ Added an auto-save setting.\n"
   "\cd+ Added an API, so external C code can access all of Lithium by\n"
   "\cd  LOADing lithmain.\n"
   "\cd+ Added indicators for upgrades that work with each other.\n"
   "\cd+ Added a footstep sound setting.\n"
   "\cd+ Added a view tilt setting.\n"
   "\cd+ Added the Elec. Binding upgrade.\n"
   "\cd+ Added the Shock Charge upgrade.\n"
   "\cd+ Added the Stealth System upgrade.\n"
   "\cd+ Added an active (HUD) debug level (0x02/log_devh).\n"
   "\cd+ Added a new class selection screen.\n"
   "\cd+ Added a new skill selection screen.\n"
   "\cd+ Added a system for allowing Phantoms to spawn mid-level.\n"
   "\cd+ Added magic selection animations.\n"
   "\cd+ Added a world sprite for Hulgyon.\n"
   "\cd+ Added a magazine drop setting.\n"
   "\cd+ Added sprites for the CBI upgrades that had placeholder sprites.\n"
   "\cj| Improved the SPAS' reload animation (thanks, Shivers!)\n"
   "\cj| Improved the SMG's reload animation slightly\n"
   "\cj| Improved the Combat Rifle's reload animation slightly\n"
   "\cj| Fixed junk frames in Extra Hard enemies.";

"LITH_UPDATE_1_5_1_Page2" =
   "\cj| Fixed death exits adding a bunch of junk to the upgrades menu.\n"
   "\cj| Fixed the \"resurrect\" cheat not working.\n"
   "\cj| Fixed the SPAS description listing the wrong capacity.\n"
   "\cj| Made Romyetya and Blade do more damage with Berserk.\n"
   "\cj| Changed the way magic selection works, so closing the menu will select.\n"
   "\cj| Moved source code out of the packaged file.\n"
   "\cj| Changed the compression from 7-zip to Zip, due to performance issues.\n"
   "\cj| Made the Ion Rifle allow switching while reloading.\n"
   "\cj| Buffed the SPAS.\n"
   "\cj| Reduced the ammo taken by the Pulse Charger.\n"
   "\cj| Made the Overloader upgrade un-scope when firing.\n"
   "\cj| Changed the settings menu slightly.\n"
   "\cj| Made Performance Rating more transparent for Cyber-Mage.\n"
   "\cj| Made dialogue/terminal text log to the console.\n"
   "\cj| Made Feuer not flash the screen when firing.\n"
   "\cj| Re-balanced Cyber-Mage's weapon upgrade prices.\n"
   "\cj| Fixed malignant null pointer dereferences.\n"
   "\cj| Rewrote James' defeat message.\n"
   "\cg- Removed the trail from Delear's world sprite.\n"
